keeling.offset.d15Na,keeling.slope.d15Na,keeling.R2.d15Na,keeling.offset.d15Nb,keeling.slope.d15Nb,keeling.R2.d15Nb,keeling.offset.d18O,keeling.slope.d18O,keeling.R2.d18O
-183.563646578237,65716.7112135031,0.204057028033997,59.3874802677932,-20980.183633314,0.0452526866882975,-3487.09379859057,1129105.45865757,0.866658371403636
-483.243764248056,168493.122770557,0.687377146613925,-215.39729286925,67710.7148481093,0.508562743550821,-26.9138200104969,16722.5819517967,0.00209820295023205
-24.7738667023033,12734.3537272532,0.063111013067598,28.9349189500684,-12666.740576081,0.0937908926110475,552.545664046557,-169314.605967448,0.485087760981262
-14.9415154136312,10254.6679319115,0.0833581491687365,-35.1620926969347,9747.44867837911,0.119697425692284,51.6944014004789,-5327.97675501258,0.00148918239563281
5.16240353290819,2972.15739815298,0.00168773223594649,-21.2039520042115,6087.14787456656,0.0130322205163435,197.979476408305,-54089.0496225609,0.0243507727315829
-26.0751853470538,14836.8293105312,0.0710128619107565,-82.2543305475306,25765.5797874412,0.389652509335285,37.8658278639445,-4483.53207194595,0.000601594300398559
84.6468929552867,-21531.3770357649,0.0231621257946963,11.2613959373338,-4732.07426556341,0.00267220496664232,-527.311283942934,183188.025229564,0.107250878401417
107.595079180523,-29114.1693173925,0.0691118361365344,-17.6599953341452,3643.64599353462,0.00241370300904252,-585.10498197799,202184.641282943,0.230495185931617
6.2141430210411,3603.2127270648,0.00111133953629529,-63.5828480186742,18915.0175974741,0.0724567131401586,-56.1792285873075,27109.5167823375,0.00520382362150682
29.407198846034,-2533.07524815695,0.000267684857014387,-80.6066657553681,23849.7762391799,0.0557768344957391,446.656704704692,-140264.126526647,0.0588196999396243
-11.6862226923703,9405.45398317012,0.0291023043472504,-81.1581057056626,24300.5250141612,0.298031517972323,-493.607889198343,180926.757978033,0.422328656803034
234.805796501888,-72265.4745339762,0.197749083574771,-457.50061254997,148349.201469194,0.646896547759998,3858.41049267626,-1256685.099292,0.810927461583968
-271.564178673539,93088.1549592226,0.140385883486509,-451.431378228288,144868.067873798,0.459952906581014,2880.17985483852,-932189.829432651,0.706623622112649
-1.18200504122626,1887.78487261167,0.000114389048845505,-170.666057408049,51386.8755891973,0.132320272492617,5611.47584653866,-1799635.77681469,0.83812240298126
-48.1826017125575,17342.8271205295,0.0440765090542726,-147.907332919789,48082.830584156,0.482499170669717,1119.19210574158,-343111.683601456,0.597604282135684
45.8000484223234,-16490.3125582522,0.177710797065993,-127.551754300347,40281.3421803993,0.715798393609064,370.239416269171,-86961.3875869046,0.218830607572964
194.818738976505,-57243.574465665,0.308108734003256,273.03018226682,-90495.8033147786,0.476607971618896,-3278.35053137623,1105511.6516784,0.952360103671808
-160.401970317756,60735.3594105841,0.541332982615472,-41.3307923175561,12441.3314486684,0.0777552865108231,-157.247873036187,47479.0300284024,0.0826737069469492
3.78546719035359,5493.54939175864,0.00265153776889934,-262.805294266984,88869.2007730253,0.478438525408438,174.520026237834,-54841.7549824726,0.0236642912497325
114.026107346536,-35163.6409889993,0.188991614899437,87.5931275299852,-30679.3075156281,0.203001336068797,419.972644124848,-144722.542381737,0.165643451255334
36.4395176355778,-3889.36293666059,0.00185378176816338,-67.2231533121388,21844.1115702575,0.121507312554233,-337.496272705848,112017.931024408,0.0758877470215932
-41.7541630021119,22343.6210922495,0.0345851857142658,-103.778049930364,32975.6674931788,0.116214810722,-774.3236563826,256965.252754186,0.239815790610706
-80.3722705741219,34138.3320661375,0.394587751505318,17.6152680521808,-9093.43578397038,0.061800035682028,550.75061162327,-186243.407588494,0.523095534240192
296.605430515571,-93032.999913333,0.674133204936924,61.6549324425362,-21909.8290009804,0.107482217977116,-3538.22723665725,1195575.88660102,0.881867081041617
-49.5543654866079,24481.1093717587,0.0554057549609971,197.821778948583,-65404.4946519153,0.475903942616743,-2995.58861018237,963864.057232688,0.898774073294514
-101.867631472597,41808.1284497364,0.269093131518687,70.9289663095193,-26463.7714644399,0.206922011105162,-513.62585937396,168801.350783894,0.23176692597551
-28.0104844198082,19625.87074589,0.162443727788091,-49.3873932843743,14742.1821692593,0.178092666076265,-299.137172752926,105171.96864891,0.247776729507558
-41.458166692758,22904.1189625228,0.217475418586059,-28.4075639915485,6872.62020087979,0.0623102711215571,-2.2971884423554,16651.7364326765,0.0113111936996684
-90.4262468643542,35730.1737871641,0.394935753252889,-95.1912022484659,29343.4944850881,0.414643389859702,518.584433251414,-159942.10139145,0.179683388512746
-35.1225960598328,14215.1492206104,0.115717222837263,-51.9792626782904,14803.6221409511,0.199794344268566,-88.8846829255727,22156.1191241884,0.0133985613570339
60.6063143875551,-14322.5871878931,0.030150874579371,-34.2885527783658,10418.5506068926,0.0261985910517813,-517.437191438415,169135.710649032,0.139536437502068
-40.4654310874673,18225.8417087551,0.0513905382328484,-67.4655802698573,19454.5528681567,0.108804523113817,-484.043776343229,168801.034317964,0.145783099024307
-55.3153484512581,22860.7792035879,0.0828436175784752,-57.7984787014498,17270.5281061401,0.101805215686309,-727.101757464523,244403.528444752,0.223998732955809
74.8273303812573,-19834.6603106923,0.0211035430889047,-56.7594193510124,16632.0183527118,0.0396271852472542,-131.770216722705,43182.118224176,0.00635621544037112
-74.859101364955,31056.0636357376,0.406382405521198,-93.6653422074132,28866.5341964737,0.600187776788486,-311.203972306472,106965.938746703,0.170618855283848
-195.692641297706,70553.4239901545,0.211411269460391,-249.749025924251,77322.66328325,0.58203194814547,4975.44994624518,-1617329.12472023,0.955779232315813
172.375409976247,-49045.8637500781,0.0293133428086558,-130.810316817682,39343.2510912979,0.0538262884488049,4378.87126343249,-1404720.46882477,0.851130352702753
265.534782312147,-85919.4952960249,0.312520764480193,-271.819520467595,87923.8917803107,0.40387197283873,807.442400148122,-258674.309205979,0.433650057937082
125.963306514261,-41002.4357626148,0.275228095174806,-113.605206633434,34152.1090541834,0.313142867472466,192.478756637377,-68135.8487440248,0.135122815149879
-38.7944543014372,15491.4464792926,0.112604280276582,-18.8971169077052,4087.27790314526,0.0179669698624595,-391.487877708321,131700.193565067,0.568539883390953
113.198106659083,-35472.2315918394,0.0857708474346826,-132.729788633519,38249.0929142764,0.149141652730352,1386.00693565474,-475571.537899096,0.586485588054502
-124.243500107151,46199.2822059025,0.451799062871505,-73.6447044146139,22942.8941750565,0.327698483139841,-9.38643306747341,13666.7684341814,0.0179938565020964
-54.7087236752935,21345.7629867329,0.0294278380985012,53.3283485020298,-19520.0241201258,0.0532817740003575,-310.134932918796,108823.371972082,0.299268629301411
-133.253292525875,50902.2779940609,0.303154034975784,-63.5506267383105,18998.459416863,0.155023372179792,-270.107000527301,104631.138048141,0.368818448417174
149.621049738246,-47287.3013658766,0.291045249163417,62.1221036040506,-23086.6587142473,0.133327188601803,-20.3167729724794,17467.0224183116,0.0112043256434133
76.7697213492035,-25800.5500982744,0.13576944805948,-2.20250092261726,-1401.00750244232,0.000686527254786316,183.88744484679,-57295.0218612874,0.120475950178784
-58.2254040876903,25191.4981862482,0.473047779611903,-55.9656231149526,15242.4393613395,0.385443084258775,60.4717546364666,-19460.8416068327,0.0768444002414432
40.2673859440228,-12485.0899402586,0.0882180642523124,53.1112930279052,-18226.0680699997,0.184854197406446,-2307.23237454447,760737.085101261,0.963559214423011
-54.2628363921819,24081.7057061652,0.0920268164763424,72.588144487926,-25659.05608723,0.143438135019097,-2731.25901088523,884003.831184024,0.877787483616085
-94.852057782258,35368.7241630735,0.364364257212131,18.1499291063205,-9787.3523106293,0.112046566639477,-626.025910893664,210309.756389652,0.436678844766491
-61.3930257642736,26982.8047812617,0.445579416367847,-51.890499730937,15013.6222775113,0.352443217429486,-226.928149710809,76095.3824834155,0.178052746954614
-31.5102186597296,16296.8861954109,0.151216098874936,-57.1765142822004,16191.6466548715,0.273522816162789,-456.026766955462,152954.641112587,0.385979741190847
-4.6245031084748,6270.58815443863,0.0186561275056943,-85.152660665971,25895.039482417,0.434951976399037,-519.796704204374,176749.075878156,0.465588772812084
-41.6357786297325,17775.0012169794,0.235672974759672,-60.6262456066726,17964.3728020529,0.332432666345239,-121.146498495005,45254.9068952228,0.0606075315939481
-106.365759225484,42176.7297064519,0.180997864644746,-56.7709686274315,16722.9200359919,0.0848816970934803,-261.653217863474,102743.592670195,0.0723285183555534
3.48053918094257,3396.49006635342,0.0028317795477707,-81.1162274295872,24450.7812006918,0.252335890744946,-95.3521506182148,36119.8356438158,0.0121973034765379
69.6791273917353,-17400.5052616531,0.0651317736369976,-114.568212109835,36619.1684553567,0.42368213979396,-111.26875083923,46715.2462456029,0.0277731184567054
29.7748130495993,-3341.52818561573,0.00130550301062024,-96.6978209485226,30692.8018236613,0.19882332187482,-223.358429138565,86863.5025584495,0.0386802458283194
-12.4014130989628,9622.1871671381,0.106775013414156,-70.9288250998816,21082.2753128512,0.56179937051993,-84.5276714110339,46009.4551104507,0.112986662563725
-452.513809787623,158218.109085246,0.595143290642056,-104.407997868815,29943.4742965558,0.167642758092901,3651.8524357169,-1178545.57932226,0.942178771142227
-291.70083236758,104416.871051918,0.193150026059629,-266.633908404455,84845.3293392432,0.220210095726549,2086.62211765584,-663501.200607949,0.653602085411607
-101.905290144872,37556.1048742618,0.106771759759669,-238.892090192353,77842.6908825287,0.518520522109332,631.521474614104,-200871.783456388,0.387707908201472
-170.396433329343,60290.8660260265,0.554613285182539,-195.601768224292,63669.5050987943,0.736371465908882,281.425412741278,-84978.133603238,0.291238337002334
-83.7727792549547,32864.6091098546,0.298428566632344,-98.5825739071695,34604.2466133307,0.456153784409275,-161.527037335158,52580.5840187511,0.145894911520502
-104.208923117793,37933.9523458782,0.264512643037658,-229.943415792188,74155.4915464389,0.715500307333594,926.708073692362,-300139.918912422,0.672490025282559
-139.477925495032,53001.0061605392,0.533948388851199,-57.8773412246231,15793.9739672872,0.158657320417787,-5.69282210164922,14036.3364119436,0.00955910880454287
-56.9565217978002,24681.0774114575,0.0546889547458397,-28.180270479812,7126.67007604225,0.0130005151780379,-6.72054195391628,9417.9124112353,0.00151732630613267
-12.4189650331051,10475.5159018341,0.0193608263211729,3.43632584712705,-3350.27697304043,0.00352800826640479,-221.870977155255,78382.7905490783,0.111590140110312
-81.916737143972,33034.8045998094,0.168482340634226,-72.8841803058047,22231.1670710689,0.190233946053969,272.43298343847,-87786.4793447909,0.112598423462126
-57.6360702126211,27429.2203340307,0.0912834680734168,-52.755328562868,15147.0951008502,0.0596868744909827,45.6397271109361,-11714.1239942585,0.0016865055865936
-108.241635669993,44337.9703863751,0.693568795406655,-38.4782483140521,9368.42741208899,0.168169312614557,203.031091343581,-69792.3670680106,0.215172384060067
215.889928148582,-68290.3322034651,0.483296607822498,130.161962683626,-45642.606004935,0.283711866539652,-6120.59828735312,2061963.76891372,0.965976636783125
-500.315602501697,171844.484447411,0.48216863520425,-23.9415744863692,5529.10161873372,0.00197132480032739,-4558.16500752739,1470625.50527435,0.927075801822337
-179.134769768758,67759.1305487569,0.425215630957188,-66.3639673819175,19439.2163796599,0.118143728197774,-1557.54140323019,520636.057926139,0.73119327049487
29.9453688022873,-1709.24178390781,0.00170043895531917,-79.720930805793,23967.4317667193,0.372749846649338,-401.29655517277,140551.063315817,0.354681049550193
-4.55361491931524,9971.37405713124,0.056304546173634,-50.4848168584198,13591.3050155455,0.170199102659103,-78.7503198897943,33505.1030578105,0.0369957216872023
-17.3364344366686,12304.2883729351,0.0415195377491614,-99.3730278275099,30373.3860356205,0.409965120663656,-2.244762225172,7173.34222913968,0.000663701182010187
-22.5934078251445,13913.8729743582,0.0590536746393463,-83.3638765485639,25867.5319787266,0.410445010685238,314.353304229864,-92856.17541934,0.195888977303009
81.6145352696374,-21714.6785068933,0.03265763818896,-18.9803202693124,3210.4049211558,0.00167482576312522,-202.384912431725,73280.970060262,0.0270777371355657
-9.22392060933841,8688.60236502627,0.00966647583653088,-70.6495822606765,20947.4282913151,0.0850786554033929,49.6164512577194,-9329.39764193081,0.000696709568451595
-138.472441606484,51841.5596194105,0.167492651044061,-62.8635467827539,18462.3408774649,0.0486729108386754,509.206683271587,-157528.908674674,0.0839173694506903
226.509854351,-68721.2997076198,0.14873895615034,-86.2688720622407,26869.6430855813,0.0538396022758603,-786.79390539092,266639.648450896,0.0964008592500332
-63.964355379014,27348.0796606462,0.355051406338765,-55.5588306624844,17363.7969531533,0.372086864440979,146.573465320762,-44467.2927923767,0.0687867505605959
-326.235022004189,114724.565296819,0.282259040705908,-88.3346838064312,25185.6545753908,0.0304418190446613,4563.90953043221,-1462328.56411162,0.890623125068364
184.003810276829,-55657.7989779652,0.0413998869425428,-100.847833477244,29590.1028190009,0.0326165291303962,2169.97707538323,-683608.084412832,0.462154610641446
-321.845828353543,110403.705615597,0.436519283910955,-472.815870389771,154693.702235984,0.679827053796884,1153.60667711159,-374740.11426148,0.35131453033066
-102.274820631789,36045.982707024,0.244887544430497,-248.237310018076,81123.1951328301,0.745915357155579,460.420824268661,-142328.63077799,0.207982909841131
-36.6032505654731,18646.9335332176,0.128994403687608,-92.6255589421631,32992.4620983252,0.4017158002827,-726.902075723622,239713.791452818,0.707131329861573
-247.538995919065,86629.6340395286,0.574529530957346,-271.975969837937,89087.8033749987,0.705006702370585,1395.74208401587,-451300.88243126,0.728568556893294
-48.356538821054,21102.6562259997,0.140152425710089,-13.9203324847256,1819.46569081736,0.00216783378269838,199.996564555928,-61872.8157637506,0.121916293325248
-320.590988568329,109943.966898788,0.400322417977068,-56.4138425615797,17315.1835291133,0.0414369193168716,0.158794353326921,1983.43214583121,1.70676672283198e-05
18.5920179219016,-824.951940500309,6.61365097874668e-05,-49.6445066011359,13267.7772475251,0.0332689460205948,30.1163738430408,19167.2169509194,0.00495478347679036
-78.0876598688909,31106.2896468402,0.0663969939381042,-55.9199905276937,16644.5221845983,0.0514728147733998,-923.913645535835,303445.860191312,0.499424892639003
96.1698443496069,-26332.6845970543,0.0306851684913849,172.01744768759,-57299.9049691546,0.169191407484405,-994.513885160081,327496.007667706,0.349550303136149
-91.4412234207507,36399.4394424022,0.416473821950708,-28.7070899489029,6523.97342067162,0.0258587629991612,304.711942340686,-103957.76208304,0.312758525266452
268.05352553308,-84398.1819635673,0.325974514978414,120.570459995019,-41156.0254936577,0.126324529150627,-8636.74980414231,2835951.54734879,0.980438839267308
252.507613249038,-76274.5515563217,0.248579402837352,125.680230746169,-41798.6496563149,0.144238268123964,-5302.48637642081,1709161.47206085,0.901128684317317
-67.4903744733604,29887.5163583811,0.0484455116866163,-124.039962303507,39713.4670673391,0.109537879581765,1786.93727436769,-586849.52903265,0.457054141382904
-63.7804443617144,26901.9904242432,0.183801505654284,-34.5832533814532,8823.91665405851,0.0480387758025119,946.125032990951,-310208.140000953,0.503971937163624
4.98520488709921,4747.49229882196,0.0124497618047415,-1.6886029492371,-1503.26995338945,0.00231761587846663,296.555912432453,-95075.8540408917,0.159830497625967
129.663013365368,-37182.9665470517,0.130164910760307,-9.03275267960837,1525.65539547287,0.000532572900036593,-655.586325219285,226949.739128111,0.218851563678788
-56.4342474118727,24375.384009888,0.156969979600519,-71.1684473424661,21679.7311534478,0.253726917595394,135.514356409895,-36607.1957168727,0.0196363110160453
14.0426496732187,1103.13683503318,2.16091062657318e-05,-143.692195346355,44794.4267314862,0.0868909920534893,531.85377717567,-162192.50804585,0.0349786940369
-119.362012738936,45574.213799267,0.0909000145274356,-52.9551573891486,15204.6587957552,0.0277984473771616,524.590104437298,-163674.900907749,0.0685164604724787
209.969170484402,-63043.7565248371,0.138223350354294,-106.051049358449,32688.2146891094,0.0781277573894157,-1163.49233371832,391233.184776291,0.266028646472338
-101.860055546791,38944.9547223054,0.013468564649598,305.801696017314,-101299.247446747,0.146309301994899,1709.08742803807,-541676.92345981,0.149500551187526
-44.0821760971799,21198.0661632671,0.150246826430703,-60.1598306426074,16667.8373812842,0.148180627539724,-340.758829318634,117370.672048817,0.252551492012423
197.654460348479,-57592.4032837896,0.0478411555692386,-524.045099872092,167587.547503026,0.48441484203889,9711.99493875226,-3131755.84487388,0.893070948568952
682.202989689122,-216707.343694182,0.300822734868933,-798.202324288107,259264.42934124,0.639584978850956,2009.1307176405,-629467.216732639,0.404321053764065
914.548528810288,-295664.998571482,0.3580012454843,371.57493132586,-124639.528056679,0.20627749664069,1627.23120731791,-523708.963614847,0.28798594078659
88.61458290466,-26025.371887663,0.0497787041244719,-299.193955318339,97732.5138327849,0.632589698759431,885.472250582762,-279491.525227085,0.629873287897839
-91.2632213147445,32211.2036337727,0.292938292458314,-27.8224069898993,7213.06466040018,0.0275572146330852,-5.88317731363235,4339.94183802369,0.00173489144923217
-874.936211865093,293746.721532471,0.687118045260345,-293.084998044094,92796.1630174628,0.398389732957594,-7212.85591235251,2364033.84685379,0.984036343286379
88.5764025298512,-22475.4441952881,0.0683846601130336,93.865123942968,-33620.4472629554,0.184123874107064,3347.81600232575,-1110172.12649284,0.95521083967859
143.359649619273,-38652.0204566583,0.0255879764938197,414.335423244624,-135661.676010966,0.17361867623662,2851.96107592678,-900978.47157446,0.683870279796601
-189.309228014773,67871.418778727,0.260831625796414,37.8157465083823,-11850.4044482658,0.02000695592339,592.348879683368,-184273.28669639,0.244276194755507
138.265963463197,-40158.2564843606,0.0448346296996282,293.553764552806,-98951.4432877735,0.326479238251843,-185.089348107367,73146.785416514,0.0408511268891359
-9.61123722007719,14396.9105895948,0.00246892606299282,-120.686327279081,39095.8377723472,0.0265228220675813,429.549895974755,-131758.833420062,0.036212738007258
-71.8636079547599,31458.7620604128,0.344435953304189,-7.69952698614588,277.580181137187,7.01613805027487e-05,196.78823621555,-57712.1282765683,0.156301024491853
736.135168743023,-234266.313819361,0.757258860643519,337.789979725285,-111564.832845558,0.399030302186081,-7391.83376956229,2409298.78459972,0.969629946338231
211.780611448522,-60768.2608971871,0.144081220929976,114.149764577801,-38925.8665763765,0.118576466193772,684.684030916475,-233796.508138702,0.0968848464031716
-100.784094959652,40113.1919385691,0.0318427398772931,-85.0685586107995,26483.2804519277,0.0274367191984978,-2674.10705046881,877803.196567891,0.340699940796251
-135.039052850444,52629.939559029,0.369741055638312,28.3545911844363,-12955.6738398771,0.0788922913429825,-224.724165221342,88928.3667466399,0.0834535458895894
-22.8025726593118,16518.3408946183,0.139850853836925,17.2963313016988,-8416.28392907545,0.0787311577645698,133.572000458936,-39680.4636981316,0.0275988208001032
45.2646257811749,-8299.51261357345,0.00271373849779618,-26.6503984078164,7428.88343079045,0.00385144112739566,-1318.89493329355,441440.218601653,0.365350402621582
0.664381559429255,6072.00752770193,0.0100154808315087,-72.6860615230431,23121.4205508231,0.170588325363,-314.6817430917,113286.229392688,0.145711721641399
-1.26070638514337,6800.51614368606,0.00042925536944844,-115.782662157592,36024.6550974222,0.0162591027237298,77.8765668620188,-21479.4283463924,0.000195570702689575
138.953811940106,-40011.709450838,0.0480747710635661,-24.5235558574319,6360.47515257856,0.00278185358006426,-480.463272789104,160639.470642572,0.0486052547505105
